patientID,ssn,dob
239298,735133915,2012-12-19
739449,820923995,1950-04-18
167710,682278842,1987-05-08
679408,751836834,2017-01-28
311900,820007738,1984-06-15
192994,676425812,1961-03-05
831912,860007310,1986-10-26
738448,596496576,2009-08-05
536517,104353724,1959-05-08
856488,308448728,2021-05-29
608415,355397661,2018-06-09
708056,774787762,2020-05-31
817338,286765735,2006-04-23
236336,185192865,1978-11-20
204935,295919284,1939-02-09
313679,872324036,1977-03-05
760279,139986214,1972-02-11
964408,979574695,1955-08-16
792868,430733526,1973-05-01
763564,415718873,1957-08-31
577296,466329251,1967-10-30
322601,502487401,2008-12-12
603115,150989223,1959-09-05
311763,922042180,1956-05-08
121727,256253750,2014-01-16
626132,589255912,1970-03-20
162875,167439398,1941-12-12
556417,542142880,1974-09-22
290684,569638584,1942-03-08
505675,234488298,1962-04-30
595144,843046353,1967-09-13
436435,775813608,1964-10-08
290239,914818869,1954-06-15
709560,206518087,1960-04-12
731223,861191499,1968-06-19
877776,503923034,1929-02-01
525351,375901683,1962-11-11
344186,847533859,2013-06-16
336568,690021691,1981-08-18
618214,131839394,1958-10-06
550716,216440866,1953-09-02
994419,223035150,1969-11-02
632943,507222850,1958-01-04
751271,946787297,1963-05-08
167148,960830299,1979-08-11
702097,803674957,2018-07-18
715760,953980199,1936-06-17
597538,886094379,1969-10-05
546506,349277695,2018-08-24
864701,361956034,1960-12-26
387522,954405732,1966-01-31
110988,689711256,1959-06-16
462394,920258967,1970-01-28
930968,896211815,1971-05-02
537603,678331438,1965-11-23
681361,553314665,1977-07-20
790614,676265671,1967-10-12
668300,611242079,1955-02-25
422698,131491405,1957-07-17
186026,891525429,1958-03-25
250375,877689081,1953-05-01
542313,704459720,1942-01-01
808014,347309096,1948-06-19
180867,659263107,1957-04-14
826728,265271608,2010-05-18
938225,459937136,1985-03-22
512810,314003399,1973-10-17
531666,933817465,2016-07-23
401856,167946852,1955-11-25
610403,517656285,1986-09-17
229352,617285830,1956-05-14
980877,955855579,2011-11-06
910038,266555306,2012-03-13
499662,403242435,2013-12-28
981307,942174483,1960-12-28
476536,937290197,1973-02-16
414512,743514038,2010-06-21
601056,661014599,1940-11-27
831593,342692250,1966-10-11
955327,520736544,1968-11-27
242903,297512261,1961-05-12
792608,107570912,1965-03-22
377296,980574310,1924-04-16
620816,781363850,1953-10-09
872768,231171337,1982-12-03
482704,644613179,1926-12-06
414551,975967637,1964-08-20
267990,347720418,2017-06-29
724248,607598447,1963-03-08
879782,670566855,1974-03-08
416904,341867185,1941-12-28
775598,452738675,1957-09-08
141006,306722218,1958-11-02
602647,520633051,1964-04-11
932744,190272178,1962-09-07
985369,548009198,1932-06-05
824610,357361531,1957-08-05
654703,800779636,1955-11-30
661709,635679009,1966-03-15
998133,129367442,2013-04-15
351540,527149032,1940-07-01
972575,881346095,1968-04-21
955642,876315157,1954-07-09
642277,725140466,2005-03-29
419981,421800043,2009-04-24
564564,534252968,1973-04-08
884829,182157879,1940-03-08
295101,821658605,2002-09-23
129037,430174041,1948-10-26
981343,924890685,1970-05-31
450039,224022444,1974-04-23
489210,754867196,1962-09-03
663942,840844361,2010-06-12
117245,137175061,1974-06-30
726055,192078146,1957-11-29
682211,189197990,1992-02-08
698607,805310851,1964-08-19
162900,585222611,1974-08-02
654868,646251658,1931-10-13
122738,269887323,1959-12-28
669914,241969678,1960-12-19
341966,180032837,1983-01-22
563395,374696645,1979-02-07
962736,351876242,1962-01-05
665468,943402870,1939-05-24
495315,459441640,1991-09-10
634567,446589567,2015-05-26
607876,338247823,2014-09-18
